unnamed:_0,year_label,export_value,year,export_value_eur_million,category
"Wool, Flax & Cotton",cy_2019_value,7160539.0,2019,7160539.0,"Wool, Flax & Cotton"
"Wool, Flax & Cotton",cy_2019_tonnes,5683959.0,2019,5683959.0,"Wool, Flax & Cotton"
,cy_2019_value,,2019,,nan
,cy_2019_value,,2019,,nan
,cy_2019_tonnes,,2019,,nan
,cy_2019_tonnes,,2019,,nan
Animal Feed,cy_2020_value,458237352.0,2020,458237352.0,Animal Feed
Animal Feed,cy_2020_tonnes,945213536.0,2020,945213536.0,Animal Feed
Animal Skins & Furs,cy_2020_value,58636138.0,2020,58636138.0,Animal Skins & Furs
Animal Skins & Furs,cy_2020_tonnes,79266170.0,2020,79266170.0,Animal Skins & Furs
Beef,cy_2020_value,2334845719.0,2020,2334845719.0,Beef
Beef,cy_2020_tonnes,524709670.0,2020,524709670.0,Beef
Beverages,cy_2020_value,1458032691.0,2020,1458032691.0,Beverages
Beverages,cy_2020_tonnes,870026436.0,2020,870026436.0,Beverages
Cereal & cereal preparation,cy_2020_value,486499556.0,2020,486499556.0,Cereal & cereal preparation
Cereal & cereal preparation,cy_2020_tonnes,274912365.0,2020,274912365.0,Cereal & cereal preparation
"Coffee, Tea, Cocoa & Spices",cy_2020_value,420795074.0,2020,420795074.0,"Coffee, Tea, Cocoa & Spices"
"Coffee, Tea, Cocoa & Spices",cy_2020_tonnes,78207785.0,2020,78207785.0,"Coffee, Tea, Cocoa & Spices"
Crude Animal & Vegetable Material,cy_2020_value,116563466.0,2020,116563466.0,Crude Animal & Vegetable Material
Crude Animal & Vegetable Material,cy_2020_tonnes,192167467.0,2020,192167467.0,Crude Animal & Vegetable Material
Dairy Produce,cy_2020_value,5184179147.0,2020,5184179147.0,Dairy Produce
Dairy Produce,cy_2020_tonnes,1723485975.0,2020,1723485975.0,Dairy Produce
Egg,cy_2020_value,21456536.0,2020,21456536.0,Egg
Egg,cy_2020_tonnes,9275263.0,2020,9275263.0,Egg
Fish,cy_2020_value,532834520.0,2020,532834520.0,Fish
Fish,cy_2020_tonnes,201447153.0,2020,201447153.0,Fish
Forestry & Wood products,cy_2020_value,446595840.0,2020,446595840.0,Forestry & Wood products
Forestry & Wood products,cy_2020_tonnes,1390215165.0,2020,1390215165.0,Forestry & Wood products
Fruit & Vegetables,cy_2020_value,176659057.0,2020,176659057.0,Fruit & Vegetables
Fruit & Vegetables,cy_2020_tonnes,89713101.0,2020,89713101.0,Fruit & Vegetables
Fruit & Vegetables Based Products,cy_2020_value,151017209.0,2020,151017209.0,Fruit & Vegetables Based Products
Fruit & Vegetables Based Products,cy_2020_tonnes,106128431.0,2020,106128431.0,Fruit & Vegetables Based Products
Grand Total,cy_2020_value,14342967700.0,2020,14342967700.0,Grand Total
Grand Total,cy_2020_tonnes,7355412489.0,2020,7355412489.0,Grand Total
Live Animals,cy_2020_value,418660946.0,2020,418660946.0,Live Animals
Live Animals,cy_2020_tonnes,89031953.0,2020,89031953.0,Live Animals
Miscellaneous Edible Products & Preparations,cy_2020_value,338642317.0,2020,338642317.0,Miscellaneous Edible Products & Preparations
Miscellaneous Edible Products & Preparations,cy_2020_tonnes,108042625.0,2020,108042625.0,Miscellaneous Edible Products & Preparations
"Oils, Fats & Oleaginous Fruits",cy_2020_value,85409415.0,2020,85409415.0,"Oils, Fats & Oleaginous Fruits"
"Oils, Fats & Oleaginous Fruits",cy_2020_tonnes,114809452.0,2020,114809452.0,"Oils, Fats & Oleaginous Fruits"
Other Meat & Meat Produce,cy_2020_value,24547345.0,2020,24547345.0,Other Meat & Meat Produce
Other Meat & Meat Produce,cy_2020_tonnes,40142077.0,2020,40142077.0,Other Meat & Meat Produce
Pigmeat,cy_2020_value,893260927.0,2020,893260927.0,Pigmeat
Pigmeat,cy_2020_tonnes,276450055.0,2020,276450055.0,Pigmeat
Poultry,cy_2020_value,254909365.0,2020,254909365.0,Poultry
Poultry,cy_2020_tonnes,133339463.0,2020,133339463.0,Poultry
Sheepmeat,cy_2020_value,355680404.0,2020,355680404.0,Sheepmeat
Sheepmeat,cy_2020_tonnes,64096493.0,2020,64096493.0,Sheepmeat
"Sugar, Sugar Preparation & Honey",cy_2020_value,120715468.0,2020,120715468.0,"Sugar, Sugar Preparation & Honey"
"Sugar, Sugar Preparation & Honey",cy_2020_tonnes,41127277.0,2020,41127277.0,"Sugar, Sugar Preparation & Honey"
"Wool, Flax & Cotton",cy_2020_value,4789209.0,2020,4789209.0,"Wool, Flax & Cotton"
"Wool, Flax & Cotton",cy_2020_tonnes,3604578.0,2020,3604578.0,"Wool, Flax & Cotton"
,cy_2020_value,,2020,,nan
,cy_2020_value,,2020,,nan
,cy_2020_tonnes,,2020,,nan
,cy_2020_tonnes,,2020,,nan
Animal Feed,cy_2021_value,547833949.0,2021,547833949.0,Animal Feed
Animal Feed,cy_2021_tonnes,1094766505.0,2021,1094766505.0,Animal Feed
Animal Skins & Furs,cy_2021_value,74012631.0,2021,74012631.0,Animal Skins & Furs
Animal Skins & Furs,cy_2021_tonnes,73150174.0,2021,73150174.0,Animal Skins & Furs
Beef,cy_2021_value,2433113988.0,2021,2433113988.0,Beef
Beef,cy_2021_tonnes,455581188.0,2021,455581188.0,Beef
Beverages,cy_2021_value,1762277569.0,2021,1762277569.0,Beverages
Beverages,cy_2021_tonnes,872833241.0,2021,872833241.0,Beverages
Cereal & cereal preparation,cy_2021_value,506380282.0,2021,506380282.0,Cereal & cereal preparation
Cereal & cereal preparation,cy_2021_tonnes,271559818.0,2021,271559818.0,Cereal & cereal preparation
"Coffee, Tea, Cocoa & Spices",cy_2021_value,440369970.0,2021,440369970.0,"Coffee, Tea, Cocoa & Spices"
"Coffee, Tea, Cocoa & Spices",cy_2021_tonnes,76766130.0,2021,76766130.0,"Coffee, Tea, Cocoa & Spices"
Crude Animal & Vegetable Material,cy_2021_value,136517419.0,2021,136517419.0,Crude Animal & Vegetable Material
Crude Animal & Vegetable Material,cy_2021_tonnes,210335968.0,2021,210335968.0,Crude Animal & Vegetable Material
Dairy Produce,cy_2021_value,5194633566.0,2021,5194633566.0,Dairy Produce
Dairy Produce,cy_2021_tonnes,1645082203.0,2021,1645082203.0,Dairy Produce
Egg,cy_2021_value,37435447.0,2021,37435447.0,Egg
Egg,cy_2021_tonnes,10420873.0,2021,10420873.0,Egg
Fish,cy_2021_value,609232662.0,2021,609232662.0,Fish
Fish,cy_2021_tonnes,238277917.0,2021,238277917.0,Fish
Forestry & Wood products,cy_2021_value,690645317.0,2021,690645317.0,Forestry & Wood products
Forestry & Wood products,cy_2021_tonnes,1490013130.0,2021,1490013130.0,Forestry & Wood products
Fruit & Vegetables,cy_2021_value,220669081.0,2021,220669081.0,Fruit & Vegetables
Fruit & Vegetables,cy_2021_tonnes,96519633.0,2021,96519633.0,Fruit & Vegetables
Fruit & Vegetables Based Products,cy_2021_value,181900764.0,2021,181900764.0,Fruit & Vegetables Based Products
Fruit & Vegetables Based Products,cy_2021_tonnes,110216566.0,2021,110216566.0,Fruit & Vegetables Based Products
Grand Total,cy_2021_value,15613360086.0,2021,15613360086.0,Grand Total
Grand Total,cy_2021_tonnes,7477649954.0,2021,7477649954.0,Grand Total
Live Animals,cy_2021_value,545363871.0,2021,545363871.0,Live Animals
Live Animals,cy_2021_tonnes,93020397.0,2021,93020397.0,Live Animals
Miscellaneous Edible Products & Preparations,cy_2021_value,393881065.0,2021,393881065.0,Miscellaneous Edible Products & Preparations
Miscellaneous Edible Products & Preparations,cy_2021_tonnes,135440549.0,2021,135440549.0,Miscellaneous Edible Products & Preparations
"Oils, Fats & Oleaginous Fruits",cy_2021_value,114715966.0,2021,114715966.0,"Oils, Fats & Oleaginous Fruits"
"Oils, Fats & Oleaginous Fruits",cy_2021_tonnes,115310957.0,2021,115310957.0,"Oils, Fats & Oleaginous Fruits"
Other Meat & Meat Produce,cy_2021_value,30424148.0,2021,30424148.0,Other Meat & Meat Produce
Other Meat & Meat Produce,cy_2021_tonnes,5567557.0,2021,5567557.0,Other Meat & Meat Produce
Pigmeat,cy_2021_value,936393001.0,2021,936393001.0,Pigmeat
Pigmeat,cy_2021_tonnes,290946557.0,2021,290946557.0,Pigmeat
Poultry,cy_2021_value,240555329.0,2021,240555329.0,Poultry
Poultry,cy_2021_tonnes,95516326.0,2021,95516326.0,Poultry
Sheepmeat,cy_2021_value,386494518.0,2021,386494518.0,Sheepmeat
Sheepmeat,cy_2021_tonnes,58264311.0,2021,58264311.0,Sheepmeat
"Sugar, Sugar Preparation & Honey",cy_2021_value,123152673.0,2021,123152673.0,"Sugar, Sugar Preparation & Honey"
"Sugar, Sugar Preparation & Honey",cy_2021_tonnes,33798910.0,2021,33798910.0,"Sugar, Sugar Preparation & Honey"
"Wool, Flax & Cotton",cy_2021_value,7356870.0,2021,7356870.0,"Wool, Flax & Cotton"
"Wool, Flax & Cotton",cy_2021_tonnes,4261045.0,2021,4261045.0,"Wool, Flax & Cotton"
,cy_2021_value,,2021,,nan
,cy_2021_value,,2021,,nan
,cy_2021_tonnes,,2021,,nan
,cy_2021_tonnes,,2021,,nan
Animal Feed,cy_2022_value,698522188.0,2022,698522188.0,Animal Feed
Animal Feed,cy_2022_tonnes,1076282535.0,2022,1076282535.0,Animal Feed
Animal Skins & Furs,cy_2022_value,82714912.0,2022,82714912.0,Animal Skins & Furs
Animal Skins & Furs,cy_2022_tonnes,84799401.0,2022,84799401.0,Animal Skins & Furs
Beef,cy_2022_value,3054137271.0,2022,3054137271.0,Beef
Beef,cy_2022_tonnes,492121993.0,2022,492121993.0,Beef
Beverages,cy_2022_value,2060086203.0,2022,2060086203.0,Beverages
Beverages,cy_2022_tonnes,976531179.0,2022,976531179.0,Beverages
Cereal & cereal preparation,cy_2022_value,622398203.0,2022,622398203.0,Cereal & cereal preparation
Cereal & cereal preparation,cy_2022_tonnes,281156150.0,2022,281156150.0,Cereal & cereal preparation
"Coffee, Tea, Cocoa & Spices",cy_2022_value,487742739.0,2022,487742739.0,"Coffee, Tea, Cocoa & Spices"
"Coffee, Tea, Cocoa & Spices",cy_2022_tonnes,76910939.0,2022,76910939.0,"Coffee, Tea, Cocoa & Spices"
Crude Animal & Vegetable Material,cy_2022_value,155494534.0,2022,155494534.0,Crude Animal & Vegetable Material
Crude Animal & Vegetable Material,cy_2022_tonnes,201507446.0,2022,201507446.0,Crude Animal & Vegetable Material
Dairy Produce,cy_2022_value,6865174605.0,2022,6865174605.0,Dairy Produce
Dairy Produce,cy_2022_tonnes,1586499776.0,2022,1586499776.0,Dairy Produce
Egg,cy_2022_value,46307520.0,2022,46307520.0,Egg
Egg,cy_2022_tonnes,10715780.0,2022,10715780.0,Egg
Fish,cy_2022_value,644169526.0,2022,644169526.0,Fish
Fish,cy_2022_tonnes,201756062.0,2022,201756062.0,Fish
Forestry & Wood products,cy_2022_value,783029364.0,2022,783029364.0,Forestry & Wood products
Forestry & Wood products,cy_2022_tonnes,1548504740.0,2022,1548504740.0,Forestry & Wood products
Fruit & Vegetables,cy_2022_value,179286930.0,2022,179286930.0,Fruit & Vegetables
Fruit & Vegetables,cy_2022_tonnes,93719380.0,2022,93719380.0,Fruit & Vegetables
Fruit & Vegetables Based Products,cy_2022_value,199947436.0,2022,199947436.0,Fruit & Vegetables Based Products
Fruit & Vegetables Based Products,cy_2022_tonnes,111338825.0,2022,111338825.0,Fruit & Vegetables Based Products
Grand Total,cy_2022_value,18953674161.0,2022,18953674161.0,Grand Total
Grand Total,cy_2022_tonnes,7568567533.0,2022,7568567533.0,Grand Total
Live Animals,cy_2022_value,604981476.0,2022,604981476.0,Live Animals
Live Animals,cy_2022_tonnes,99212593.0,2022,99212593.0,Live Animals
Miscellaneous Edible Products & Preparations,cy_2022_value,424474110.0,2022,424474110.0,Miscellaneous Edible Products & Preparations
Miscellaneous Edible Products & Preparations,cy_2022_tonnes,116124502.0,2022,116124502.0,Miscellaneous Edible Products & Preparations
"Oils, Fats & Oleaginous Fruits",cy_2022_value,155305464.0,2022,155305464.0,"Oils, Fats & Oleaginous Fruits"
"Oils, Fats & Oleaginous Fruits",cy_2022_tonnes,119135056.0,2022,119135056.0,"Oils, Fats & Oleaginous Fruits"
Other Meat & Meat Produce,cy_2022_value,26004992.0,2022,26004992.0,Other Meat & Meat Produce
Other Meat & Meat Produce,cy_2022_tonnes,4374947.0,2022,4374947.0,Other Meat & Meat Produce
Pigmeat,cy_2022_value,956349613.0,2022,956349613.0,Pigmeat
Pigmeat,cy_2022_tonnes,285255605.0,2022,285255605.0,Pigmeat
Poultry,cy_2022_value,315107117.0,2022,315107117.0,Poultry
Poultry,cy_2022_tonnes,100737219.0,2022,100737219.0,Poultry
Sheepmeat,cy_2022_value,454573219.0,2022,454573219.0,Sheepmeat
Sheepmeat,cy_2022_tonnes,66501839.0,2022,66501839.0,Sheepmeat
"Sugar, Sugar Preparation & Honey",cy_2022_value,131228561.0,2022,131228561.0,"Sugar, Sugar Preparation & Honey"
"Sugar, Sugar Preparation & Honey",cy_2022_tonnes,30740906.0,2022,30740906.0,"Sugar, Sugar Preparation & Honey"
"Wool, Flax & Cotton",cy_2022_value,6638178.0,2022,6638178.0,"Wool, Flax & Cotton"
"Wool, Flax & Cotton",cy_2022_tonnes,4640658.0,2022,4640658.0,"Wool, Flax & Cotton"
,cy_2022_value,,2022,,nan
,cy_2022_value,,2022,,nan
,cy_2022_tonnes,,2022,,nan
,cy_2022_tonnes,,2022,,nan
Animal Feed,cy_2023_value,684084319.0,2023,684084319.0,Animal Feed
Animal Feed,cy_2023_tonnes,1046904.0,2023,1046904.0,Animal Feed
Animal Skins & Furs,cy_2023_value,73723445.0,2023,73723445.0,Animal Skins & Furs
Animal Skins & Furs,cy_2023_tonnes,78009.0,2023,78009.0,Animal Skins & Furs
Beef,cy_2023_value,2980188639.0,2023,2980188639.0,Beef
Beef,cy_2023_tonnes,484444.0,2023,484444.0,Beef
Beverages,cy_2023_value,1955161327.0,2023,1955161327.0,Beverages
Beverages,cy_2023_tonnes,1017347.0,2023,1017347.0,Beverages
Cereal & cereal preparation,cy_2023_value,695401498.0,2023,695401498.0,Cereal & cereal preparation
Cereal & cereal preparation,cy_2023_tonnes,303446.0,2023,303446.0,Cereal & cereal preparation
"Coffee, Tea, Cocoa & Spices",cy_2023_value,523825403.0,2023,523825403.0,"Coffee, Tea, Cocoa & Spices"
"Coffee, Tea, Cocoa & Spices",cy_2023_tonnes,71222.0,2023,71222.0,"Coffee, Tea, Cocoa & Spices"
Crude Animal & Vegetable Material,cy_2023_value,171306993.0,2023,171306993.0,Crude Animal & Vegetable Material
Crude Animal & Vegetable Material,cy_2023_tonnes,177624.0,2023,177624.0,Crude Animal & Vegetable Material
Dairy Produce,cy_2023_value,6358377423.0,2023,6358377423.0,Dairy Produce
Dairy Produce,cy_2023_tonnes,1666124.0,2023,1666124.0,Dairy Produce
Egg,cy_2023_value,46761196.0,2023,46761196.0,Egg
Egg,cy_2023_tonnes,11835.0,2023,11835.0,Egg
Fish,cy_2023_value,549418802.0,2023,549418802.0,Fish
Fish,cy_2023_tonnes,145581.0,2023,145581.0,Fish
Forestry & Wood products,cy_2023_value,645186882.0,2023,645186882.0,Forestry & Wood products
Forestry & Wood products,cy_2023_tonnes,1451996.0,2023,1451996.0,Forestry & Wood products
Fruit & Vegetables,cy_2023_value,166567836.0,2023,166567836.0,Fruit & Vegetables
Fruit & Vegetables,cy_2023_tonnes,86149.0,2023,86149.0,Fruit & Vegetables
Fruit & Vegetables Based Products,cy_2023_value,195800765.0,2023,195800765.0,Fruit & Vegetables Based Products
Fruit & Vegetables Based Products,cy_2023_tonnes,107391.0,2023,107391.0,Fruit & Vegetables Based Products
Grand Total,cy_2023_value,18136561197.0,2023,18136561197.0,Grand Total
Grand Total,cy_2023_tonnes,7424821.0,2023,7424821.0,Grand Total
Live Animals,cy_2023_value,746742279.0,2023,746742279.0,Live Animals
Live Animals,cy_2023_tonnes,102751.0,2023,102751.0,Live Animals
Miscellaneous Edible Products & Preparations,cy_2023_value,449937203.0,2023,449937203.0,Miscellaneous Edible Products & Preparations
Miscellaneous Edible Products & Preparations,cy_2023_tonnes,107819.0,2023,107819.0,Miscellaneous Edible Products & Preparations
"Oils, Fats & Oleaginous Fruits",cy_2023_value,139965470.0,2023,139965470.0,"Oils, Fats & Oleaginous Fruits"
"Oils, Fats & Oleaginous Fruits",cy_2023_tonnes,129324.0,2023,129324.0,"Oils, Fats & Oleaginous Fruits"
Other Meat & Meat Produce,cy_2023_value,22014975.0,2023,22014975.0,Other Meat & Meat Produce
Other Meat & Meat Produce,cy_2023_tonnes,5256.0,2023,5256.0,Other Meat & Meat Produce
Pigmeat,cy_2023_value,871816655.0,2023,871816655.0,Pigmeat
Pigmeat,cy_2023_tonnes,239158.0,2023,239158.0,Pigmeat
Poultry,cy_2023_value,285669974.0,2023,285669974.0,Poultry
Poultry,cy_2023_tonnes,88089.0,2023,88089.0,Poultry
Sheepmeat,cy_2023_value,413867435.0,2023,413867435.0,Sheepmeat
Sheepmeat,cy_2023_tonnes,64773.0,2023,64773.0,Sheepmeat
"Sugar, Sugar Preparation & Honey",cy_2023_value,153392788.0,2023,153392788.0,"Sugar, Sugar Preparation & Honey"
"Sugar, Sugar Preparation & Honey",cy_2023_tonnes,33929.0,2023,33929.0,"Sugar, Sugar Preparation & Honey"
"Wool, Flax & Cotton",cy_2023_value,7349892.0,2023,7349892.0,"Wool, Flax & Cotton"
"Wool, Flax & Cotton",cy_2023_tonnes,5650.0,2023,5650.0,"Wool, Flax & Cotton"
,cy_2023_value,,2023,,nan
,cy_2023_value,,2023,,nan
,cy_2023_tonnes,,2023,,nan
,cy_2023_tonnes,,2023,,nan
Animal Feed,cy_2024_value,691350169.0,2024,691350169.0,Animal Feed
Animal Feed,cy_2024_tonnes,1196862.0,2024,1196862.0,Animal Feed
Animal Skins & Furs,cy_2024_value,71948132.0,2024,71948132.0,Animal Skins & Furs
Animal Skins & Furs,cy_2024_tonnes,82014.0,2024,82014.0,Animal Skins & Furs
Beef,cy_2024_value,3100166933.0,2024,3100166933.0,Beef
Beef,cy_2024_tonnes,489002.0,2024,489002.0,Beef
Beverages,cy_2024_value,2199296606.0,2024,2199296606.0,Beverages
Beverages,cy_2024_tonnes,1110843.0,2024,1110843.0,Beverages
Cereal & cereal preparation,cy_2024_value,732198930.0,2024,732198930.0,Cereal & cereal preparation
Cereal & cereal preparation,cy_2024_tonnes,292784.0,2024,292784.0,Cereal & cereal preparation
"Coffee, Tea, Cocoa & Spices",cy_2024_value,544270116.0,2024,544270116.0,"Coffee, Tea, Cocoa & Spices"
"Coffee, Tea, Cocoa & Spices",cy_2024_tonnes,72503.0,2024,72503.0,"Coffee, Tea, Cocoa & Spices"
Crude Animal & Vegetable Material,cy_2024_value,179879599.0,2024,179879599.0,Crude Animal & Vegetable Material
Crude Animal & Vegetable Material,cy_2024_tonnes,187809.0,2024,187809.0,Crude Animal & Vegetable Material
Dairy Produce,cy_2024_value,6476113245.0,2024,6476113245.0,Dairy Produce
Dairy Produce,cy_2024_tonnes,1629680.0,2024,1629680.0,Dairy Produce
Egg,cy_2024_value,40934264.0,2024,40934264.0,Egg
Egg,cy_2024_tonnes,10864.0,2024,10864.0,Egg
Fish,cy_2024_value,598961683.0,2024,598961683.0,Fish
Fish,cy_2024_tonnes,152481.0,2024,152481.0,Fish
Forestry & Wood products,cy_2024_value,647529186.0,2024,647529186.0,Forestry & Wood products
Forestry & Wood products,cy_2024_tonnes,1529458.0,2024,1529458.0,Forestry & Wood products
Fruit & Vegetables,cy_2024_value,254218951.0,2024,254218951.0,Fruit & Vegetables
Fruit & Vegetables,cy_2024_tonnes,111680.0,2024,111680.0,Fruit & Vegetables
Fruit & Vegetables Based Products,cy_2024_value,207384278.0,2024,207384278.0,Fruit & Vegetables Based Products
Fruit & Vegetables Based Products,cy_2024_tonnes,130174.0,2024,130174.0,Fruit & Vegetables Based Products
Grand Total,cy_2024_value,19041421196.0,2024,19041421196.0,Grand Total
Grand Total,cy_2024_tonnes,7835681.0,2024,7835681.0,Grand Total
Live Animals,cy_2024_value,795687748.0,2024,795687748.0,Live Animals
Live Animals,cy_2024_tonnes,131071.0,2024,131071.0,Live Animals
Miscellaneous Edible Products & Preparations,cy_2024_value,562682780.0,2024,562682780.0,Miscellaneous Edible Products & Preparations
Miscellaneous Edible Products & Preparations,cy_2024_tonnes,125756.0,2024,125756.0,Miscellaneous Edible Products & Preparations
"Oils, Fats & Oleaginous Fruits",cy_2024_value,142622582.0,2024,142622582.0,"Oils, Fats & Oleaginous Fruits"
"Oils, Fats & Oleaginous Fruits",cy_2024_tonnes,140052.0,2024,140052.0,"Oils, Fats & Oleaginous Fruits"
Other Meat & Meat Produce,cy_2024_value,17696623.0,2024,17696623.0,Other Meat & Meat Produce
Other Meat & Meat Produce,cy_2024_tonnes,4748.0,2024,4748.0,Other Meat & Meat Produce
Pigmeat,cy_2024_value,892353745.0,2024,892353745.0,Pigmeat
Pigmeat,cy_2024_tonnes,249759.0,2024,249759.0,Pigmeat
Poultry,cy_2024_value,298869699.0,2024,298869699.0,Poultry
Poultry,cy_2024_tonnes,86056.0,2024,86056.0,Poultry
Sheepmeat,cy_2024_value,394512888.0,2024,394512888.0,Sheepmeat
Sheepmeat,cy_2024_tonnes,53217.0,2024,53217.0,Sheepmeat
"Sugar, Sugar Preparation & Honey",cy_2024_value,184072614.0,2024,184072614.0,"Sugar, Sugar Preparation & Honey"
"Sugar, Sugar Preparation & Honey",cy_2024_tonnes,40375.0,2024,40375.0,"Sugar, Sugar Preparation & Honey"
"Wool, Flax & Cotton",cy_2024_value,8670427.0,2024,8670427.0,"Wool, Flax & Cotton"
"Wool, Flax & Cotton",cy_2024_tonnes,8495.0,2024,8495.0,"Wool, Flax & Cotton"
,cy_2024_value,,2024,,nan
,cy_2024_value,,2024,,nan
,cy_2024_tonnes,,2024,,nan
,cy_2024_tonnes,,2024,,nan
Animal Feed,cy_2025_value,722738442.0,2025,722738442.0,Animal Feed
Animal Feed,cy_2025_tonnes,1251168.0,2025,1251168.0,Animal Feed
Animal Skins & Furs,cy_2025_value,62383712.0,2025,62383712.0,Animal Skins & Furs
Animal Skins & Furs,cy_2025_tonnes,82269.0,2025,82269.0,Animal Skins & Furs
Beef,cy_2025_value,3639886985.0,2025,3639886985.0,Beef
Beef,cy_2025_tonnes,458996.0,2025,458996.0,Beef
Beverages,cy_2025_value,2242733798.0,2025,2242733798.0,Beverages
Beverages,cy_2025_tonnes,1162653.0,2025,1162653.0,Beverages
Cereal & cereal preparation,cy_2025_value,709716572.0,2025,709716572.0,Cereal & cereal preparation
Cereal & cereal preparation,cy_2025_tonnes,278761.0,2025,278761.0,Cereal & cereal preparation
"Coffee, Tea, Cocoa & Spices",cy_2025_value,623005882.0,2025,623005882.0,"Coffee, Tea, Cocoa & Spices"
"Coffee, Tea, Cocoa & Spices",cy_2025_tonnes,63570.0,2025,63570.0,"Coffee, Tea, Cocoa & Spices"
Crude Animal & Vegetable Material,cy_2025_value,185402071.0,2025,185402071.0,Crude Animal & Vegetable Material
Crude Animal & Vegetable Material,cy_2025_tonnes,189570.0,2025,189570.0,Crude Animal & Vegetable Material
Dairy Produce,cy_2025_value,7232396029.0,2025,7232396029.0,Dairy Produce
Dairy Produce,cy_2025_tonnes,1957463.0,2025,1957463.0,Dairy Produce
Egg,cy_2025_value,42840647.0,2025,42840647.0,Egg
Egg,cy_2025_tonnes,10291.0,2025,10291.0,Egg
Fish,cy_2025_value,672619762.0,2025,672619762.0,Fish
Fish,cy_2025_tonnes,191047.0,2025,191047.0,Fish
Forestry & Wood products,cy_2025_value,689430707.0,2025,689430707.0,Forestry & Wood products
Forestry & Wood products,cy_2025_tonnes,1690447.0,2025,1690447.0,Forestry & Wood products
Fruit & Vegetables,cy_2025_value,257859702.0,2025,257859702.0,Fruit & Vegetables
Fruit & Vegetables,cy_2025_tonnes,118120.0,2025,118120.0,Fruit & Vegetables
Fruit & Vegetables Based Products,cy_2025_value,232512605.0,2025,232512605.0,Fruit & Vegetables Based Products
Fruit & Vegetables Based Products,cy_2025_tonnes,139972.0,2025,139972.0,Fruit & Vegetables Based Products
Grand Total,cy_2025_value,20821810609.0,2025,20821810609.0,Grand Total
Grand Total,cy_2025_tonnes,8453883.0,2025,8453883.0,Grand Total
Live Animals,cy_2025_value,881193283.0,2025,881193283.0,Live Animals
Live Animals,cy_2025_tonnes,134374.0,2025,134374.0,Live Animals
Miscellaneous Edible Products & Preparations,cy_2025_value,647809605.0,2025,647809605.0,Miscellaneous Edible Products & Preparations
Miscellaneous Edible Products & Preparations,cy_2025_tonnes,133821.0,2025,133821.0,Miscellaneous Edible Products & Preparations
"Oils, Fats & Oleaginous Fruits",cy_2025_value,143645956.0,2025,143645956.0,"Oils, Fats & Oleaginous Fruits"
"Oils, Fats & Oleaginous Fruits",cy_2025_tonnes,131547.0,2025,131547.0,"Oils, Fats & Oleaginous Fruits"
Other Meat & Meat Produce,cy_2025_value,15839421.0,2025,15839421.0,Other Meat & Meat Produce
Other Meat & Meat Produce,cy_2025_tonnes,4072.0,2025,4072.0,Other Meat & Meat Produce
Pigmeat,cy_2025_value,868969375.0,2025,868969375.0,Pigmeat
Pigmeat,cy_2025_tonnes,251699.0,2025,251699.0,Pigmeat
Poultry,cy_2025_value,347233665.0,2025,347233665.0,Poultry
Poultry,cy_2025_tonnes,90832.0,2025,90832.0,Poultry
Sheepmeat,cy_2025_value,396026170.0,2025,396026170.0,Sheepmeat
Sheepmeat,cy_2025_tonnes,49978.0,2025,49978.0,Sheepmeat
"Sugar, Sugar Preparation & Honey",cy_2025_value,196171174.0,2025,196171174.0,"Sugar, Sugar Preparation & Honey"
"Sugar, Sugar Preparation & Honey",cy_2025_tonnes,48097.0,2025,48097.0,"Sugar, Sugar Preparation & Honey"
"Wool, Flax & Cotton",cy_2025_value,11395045.0,2025,11395045.0,"Wool, Flax & Cotton"
"Wool, Flax & Cotton",cy_2025_tonnes,15136.0,2025,15136.0,"Wool, Flax & Cotton"
,cy_2025_value,,2025,,nan
,cy_2025_value,,2025,,nan
,cy_2025_tonnes,,2025,,nan
,cy_2025_tonnes,,2025,,nan
